Symbol,NAME,PERCENT,Cumulative,Perpetual,Convertible,Redeemable,Other,Original Call Date,Actual Date Called
O-E*,"Realty Income Corp.,",6.75%,Yes,No,No,Yes,Class E Cumulative Redeemable Preferred Stock,12/07/11,10/24/14
VEL-E*,"Virginia Electric &amp; Power Co.,",$5.00,Yes,No,No,No,Cumulative Preferred Stock,N/A,10/20/14
VELPI*,"Virginia Electric &amp; Power Co.,",$7.05,Yes,No,No,No,Cumulative Preferred Stock,N/A,10/15/14
VELPL*,"Virginia Electric &amp; Power Co.,",$6.98,Yes,No,No,No,Cumulative Preferred Stock,9/01/13,10/15/14
VELPM*,"Virginia Electric &amp; Power Co.,",$4.80,Yes,No,No,No,Cumul Preferred Stock,N/A,10/15/14
VELPN*,"Virginia Electric &amp; Power Co.,",$4.20,Yes,No,No,No,Cumul Preferred Stock,N/A,10/15/14
VELPO*,"Virginia Electric &amp; Power Co.,",$4.12,Yes,No,No,No,Cumul Preferred Stock,N/A,10/15/14
VELPP*,"Virginia Electric &amp; Power Co.,",$4.04,Yes,No,No,No,Cumul Preferred Stock,N/A,10/15/14
PLP*,"Protective Life Corp.,",8.00%,No,No,No,No,Senior Notes due 10/15/2024,10/15/14,10/15/14
DRU*,"Dominion Resources,",2009,No,No,No,No,Series A 8.375% Enhanced Junior Subordinated Notes,6/15/14,10/15/14
JBJ,"Lehman ABS Corp Bkd Trust Certs 2003-04,",6.25%,No,No,No,No,HSBC USA Inc.,2/19/08,10/08/14
PVTBP,"PrivateBancorp Capital Trust IV,", 10.00%,No,No,No,No,Trust Preferred Securities,6/15/13,10/08/14
MLU**,"MetLife,",5.00%,No,No,No,No,Common Equity Units,10/10/12,10/08/14
VNOD*,"Vornado Realty L.P.,",7.875%,No,No,No,No,Public Income NotES (PINES) due 10/1/2039,10/01/14,10/01/14
CBKAL*,"CoBank ACB,",11.0%,No,Yes,No,No,"Non-cumulative Perpetual Preferred Stock, Series D",10/01/14,10/01/14
CWZ*,"Lehman ABS Corp Bkd Trust Certs 2001-27,",8.875%,No,No,No,No,Royal Caribbean,6/28/06,9/30/14
SAN-E*,"Santander Finance Preferred,",10.5%,No,No,No,No,Non-Cumul Guar Series 10 Preferred Stock,9/29/14,9/29/14
SAN-F*,"Santander Finance Preferred,",10.5%,No,No,No,No,FtoF Non-Cumul Guar Series 11 Preferred Stock,9/29/14,9/29/14
PJL*,ML Depositor PreferredPlus,7.625%,No,No,No,No,Verizon Global Certificates VER-1,6/01/07,9/29/14
CTZ-A*,"Citizens Funding Trust I,",7.50%,No,No,No,No,Enhanced Trust Preferred Securities,9/15/11,9/26/14
XVG*,"Lehman ABS Corp Bkd Trust Certs 2003-07,",6.05%,No,No,No,No,Boeing Notes,3/21/08,9/23/14
TAYCP*,"TAYC Capital Trust I,",9.75%,No,No,No,No,Preferred Securities,10/21/07,9/22/14
JZJ*,"Lehman ABS Corp Bkd Trust Certs 2003-18,",7.125%,No,No,No,No,Variable AT&amp;T Corp.,11/19/08,9/16/14
FUR-D*,"Winthrop Realty Trust,",9.25%,Yes,No,No,Yes,Series D Cumulative Redeemable Preferred Shares,11/28/16,9/15/14
WRD*,"Weingarten Realty Investors,",8.10%,No,No,No,No,Notes due 9/15/2019,9/15/14,9/15/14
GPT-A*,"Gramercy Property Trust,",8.125%,Yes,No,No,Yes,Series A Cumulative Redeemable Preferred Stock,4/18/12,9/12/14
DRE-J*,"Duke Realty Corp.,",6.625%,Yes,No,No,No,Dep Shares Series J Cumul Preferred Shares,8/25/08,8/04/14
JZC*,"Lehman ABS Corp Bkd Trust Certs 2004-04,",6.00%,No,No,No,No,Goldman Sachs Cap I,2/25/09,7/22/14
HGUBP*,"Highlands Capital Trust I,",9.25%,No,No,No,No,Capital Securities,1/15/08,7/15/14
NMT-C*,"Nuveen Massachusetts Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 2/1/2015,2/01/12,7/11/14
NMT-D*,"Nuveen Massachusetts Premium Income Municipal Fund,",2.75%,No,No,No,No,MTP Pfd 2/1/2016,2/01/13,7/11/14
NMT-E*,"Nuveen Massachusetts Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 4/1/2015,4/01/12,7/11/14
NMT-F*,"Nuveen Massachusetts Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 3/1/2015,3/01/12,7/11/14
PYK*,ML Depositor PPLUS Trust,6.25%,No,No,No,No,Goldman Sachs Cap I Certificates GSC-1,2/15/09,7/07/14
LHO-G*,"LaSalle Hotel Properties,",7.25%,Yes,No,No,Yes,Series G Cumulative Redeemable Preferred Shares,11/17/11,7/03/14
BEE-C*,"Strategic Hotels &amp; Resorts,",8.25%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Stock,5/17/11,7/03/14
JZK*,"Lehman ABS Corp Bkd Trust Certs 2003-17,",7.00%,No,No,No,No,Sprint Capital,10/29/08,6/17/14
AMP-A*,"Ameriprise Financial Inc.,",7.75%,No,No,No,No,Senior Notes due 6/15/2039,6/15/14,6/16/14
EDT*,"Entergy Texas,",7.875%,No,No,No,No,Series Mortgage Bonds due 6/1/2039,6/01/14,6/16/14
OFC-H*,"Corporate Office Properties Trust,",7 1/2%,Yes,No,No,Yes,Cumul Redeem Preferred Shares H,12/18/08,6/16/14
AEF*,"AEGON N.V.,",7.25%,No,Yes,No,No,Perpetual Capital Securities,12/15/12,6/15/14
NXK-C*,"Nuveen New York Dividend Advantage Municipal Fund 2,",2.55%,No,No,No,No,MTP Pfd 5/1/2015,5/01/12,6/13/14
NAN-C*,"Nuveen New York Dividend Advantage Municipal Fund,",2.70%,No,No,No,No,MTP Pfd 1/1/2015,1/01/12,6/13/14
NAN-D*,"Nuveen New York Dividend Advantage Municipal Fund,",2.50%,No,No,No,No,MTP Pfd 1/1/2016,1/01/12,6/13/14
PYC*,ML Depositor PPLUS Trust,6.00%,No,No,No,No,Goldman Sachs Cap I Certificates GSC-3,8/15/09,6/12/14
HJR*,"MS Structured Asset SATURNS 2005-03,",7.00%,No,No,No,No,Limited Brands Inc.,12/16/10,6/12/14
HJN*,"MS Structured Asset SATURNS 2005-01,",6.125%,No,No,No,No,Goldman Sachs Capital I,12/15/09,6/06/14
HJJ*,"MS Structured Asset SATURNS 2004-04,",6.00%,No,No,No,No,Goldman Sachs Capital I,3/04/09,6/05/14
JBO*,"Lehman ABS Corp Bkd Trust Certs 2004-07,",6.30%,No,No,No,No,Goldman Sachs Cap I,4/30/09,6/05/14
CTGSP,"Connecticut Natural Gas Corp.,",8.00%,Yes,No,No,No,Cumulative Preferred Stock,N/A,6/05/14
STL-A*,"Sterling Bancorp Trust I,",8.375%,Yes,No,No,No,Cumul Trust Preferred Securities,3/31/07,6/01/14
NMY-C*,"Nuveen Maryland Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 2/1/2015,2/01/12,5/30/14
NMY-D*,"Nuveen Maryland Premium Income Municipal Fund,",2.90%,No,No,No,No,MTP Pfd 4/1/2016,4/01/13,5/30/14
NMY-E*,"Nuveen Maryland Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 5/1/2015,5/01/12,5/30/14
NMY-F*,"Nuveen Maryland Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 5/1/2015,5/01/12,5/30/14
NMY-G*,"Nuveen Maryland Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 3/1/2015,3/01/12,5/30/14
NMY-H*,"Nuveen Maryland Premium Income Municipal Fund,",2.85%,No,No,No,No,MTP Pfd 2/1/2016,2/01/13,5/30/14
NKG-C*,"Nuveen Georgia Dividend Advantage Municipal Fund 2,",2.65%,No,No,No,No,MTP Pfd 2/1/2015,2/01/12,5/30/14
NKG-D*,"Nuveen Georgia Dividend Advantage Municipal Fund 2,",2.65%,No,No,No,No,MTP Pfd 3/1/2015,3/01/12,5/30/14
NKG-E*,"Nuveen Georgia Dividend Advantage Municipal Fund 2,",2.65%,No,No,No,No,MTP Pfd 3/1/2015,3/01/12,5/30/14
NQP-C*,"Nuveen Pennsylvania Dividend Advantage Municipal Fund,",2.10%,No,No,No,No,MTP Pfd 11/1/2015,5/01/12,5/30/14
NQP-D*,"Nuveen Pennsylvania Dividend Advantage Municipal Fund 2,",2.15%,No,No,No,No,MTP Pfd 11/1/2015,5/01/12,5/30/14
DDR-H*,"DDR Corp.,",7 3/8%,Yes,No,No,Yes,Dep Shares Class H Cumulative Redeemable Preferred Shares,7/28/08,5/30/14
GLADP*,"Gladstone Capital Corp.,",7.125%,No,No,No,No,Series 2016 Term Preferred Stock,12/31/13,5/23/14
PYY*,ML Depositor PPLUS Trust,6.00%,No,No,No,No,Goldman Sachs Cap I Certificates GSC-4,2/15/11,5/16/14
EQC-D,"Equity Commonwealth,",6 1/2%,Yes,No,Yes,No,Series D Cumulative Convertible Preferred Shares,11/20/11,5/14/14
ESSFO*,"Essex Property Trust,",4.875%,Yes,No,Yes,No,Series G Cumul Conv Preferred Stock,7/31/11,5/13/14
XFP*,"Lehman ABS Corp Bkd Trust Certs 2002-17,",6.125%,No,No,No,No,Amer Gen Inst Cap A,10/23/07,5/09/14
MLG*,"MetLife,",5.875%,No,No,No,No,Senior Notes due 11/21/2033,11/21/08,5/05/14
C-S*,"Citigroup Capital IX,",6.00%,No,No,No,No,TruPS Capital Securities,2/13/08,4/28/14
C-Q*,"Citigroup Capital XI,",6.00%,No,No,No,No,TruPS Capital Securities,9/27/09,4/28/14
C-E*,"Citigroup Capital XVII,",6.35%,No,No,No,No,Enhanced TruPS Trust Preferred Securities,3/15/12,4/28/14
CUZ-B*,"Cousins Properties Inc.,",7 1/2%,Yes,No,No,Yes,Series B Cumulative Redeemable Preferred Stock,12/17/09,4/14/14
NRK-C*,"Nuveen Insured New York Tax-Free Advantage Muni Fund,",2.55%,No,No,No,No,MTP Pfd 5/1/2015,5/01/12,4/11/14
NZF-C*,"Nuveen Dividend Advantage Municipal Fund 3,",2.80%,No,No,No,No,MTP Pfd 1/1/2016,1/01/12,4/11/14
AALCP*,N/A,N/A,No,No,No,No,N/A,N/A,4/08/14
BEE-A*,"Strategic Hotels &amp; Resorts,",8.50%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Stock,3/16/10,4/03/14
PHA**,"PulteGroup Inc.,",7.375%,No,No,No,No,Senior Notes due 6/1/2046,6/01/11,3/26/14
DCE*,"Deutsche Bank Capital Funding Trust X,",7.35%,No,No,No,No,Non-cumul Trust Preferred Sec,12/15/12,3/17/14
AEV*,"AEGON N.V.,",6.875%,No,Yes,No,No,Perpetual Capital Securities,9/15/11,3/15/14
GOM*,"GMAC LLC,",7.375%,No,No,No,No,Notes due 12/16/2044,12/16/09,3/14/14
NTC-C*,"Nuveen Connecticut Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 2/1/2015,2/01/12,3/03/14
NTC-D*,"Nuveen Connecticut Premium Income Municipal Fund,",2.55%,No,No,No,No,MTP Pfd 1/1/2016,1/01/12,3/03/14
NTC-E*,"Nuveen Connecticut Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 4/1/2015,4/01/12,3/03/14
NTC-F*,"Nuveen Connecticut Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 4/1/2015,4/01/12,3/03/14
NTC-G*,"Nuveen Connecticut Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 3/1/2015,3/01/12,3/03/14
NNC-C*,"Nuveen North Carolina Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 2/1/2015,2/01/12,3/03/14
NNC-D*,"Nuveen North Carolina Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 1/1/2016,1/01/12,3/03/14
NNC-E*,"Nuveen North Carolina Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 4/1/15,4/01/12,3/03/14
NNC-F*,"Nuveen North Carolina Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 4/1/2015,4/01/12,3/03/14
NNC-G*,"Nuveen North Carolina Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 3/1/2015,3/01/12,3/03/14
SPE-*,"Special Opportunities Fund,",3.00%,No,No,Yes,No,"Convertible Preferred Stock, Series A",N/A,3/03/14
UIS-A*,"Unisys Corp.,",6.25%,No,No,Yes,No,Mandatory Convertible Preferred Stock,3/01/14,3/03/14
NEE-F*,"NextEra Energy Capital Holdings,",8.75%,No,No,No,No,Series F Jr Sub Debentures due 3/1/2069,3/01/14,3/01/14
MCP-A*,"Molycorp, Inc.,",5.50%,No,No,Yes,No,Series A Mandatory Convertible Preferred Stock,3/01/14,3/01/14
MTB-A*,"M&amp;T Capital Trust IV,",8.50%,No,No,No,No,Enhanced Trust Preferred Securities,1/31/13,2/27/14
OSHSQ*,OSH,1,No,No,No,No,"Liquidating Corp., Series A Preferred Stock",N/A,2/24/14
PKH*,ML Depositor PreferredPlus,7.75%,No,No,No,No,Qwest Commun Certificates QWS-1,2/15/07,2/24/14
PJA*,ML Depositor PreferredPlus,8.00%,No,No,No,No,Qwest Capital Certificates QWS-2,2/15/07,2/21/14
BRE-D*,"BRE Properties Inc.,",6.75%,Yes,No,No,Yes,Series D Cumul Redeem Preferred Stock,12/09/09,2/20/14
HOVU*,"Hovnanian Enterprises,",7.25%,No,No,No,No,Tangible Equity Units,2/15/14,2/15/14
GKM*,"GMAC LLC,",7.25%,No,No,No,No,Notes due 2/7/2033,2/07/08,1/21/14
LUTHP*,"Lucent Technologies Capital Trust I,",7.75%,Yes,No,Yes,No,Cumul Conv Preferred Securities,3/20/07,1/13/14
JZV*,"Lehman ABS Corp Bkd Trust Certs 2003-10,",7.00%,No,No,No,No,CNA Financial,6/20/08,1/09/14
WNA-*,"Wachovia Preferred Funding Corp.,",7.25%,No,No,No,No,Non-cumul Exch Preferred Securities A,12/31/22,1/02/14
SYBTP*,"S.Y. Bancorp Capital Trust II,",10%,Yes,No,No,No,Cumulative Trust Preferred Securities,12/31/13,1/01/14
HPCCP*,"Huntington Preferred Capital,",7.875%,No,Yes,No,No,"Non-cumul Exch Perp Preferred Sec, Class C",12/31/21,12/31/13
JZT*,"Lehman ABS Corp Bkd Trust Certs 2003-11,",5.875%,No,No,No,No,Kraft Foods,7/24/08,12/27/13
IDI+*,N/A,N/A,No,No,No,No,N/A,N/A,12/26/13
JBI*,"Lehman ABS Corp Bkd Trust Certs 2003-03,",7.875%,No,No,No,No,Duke Capital,1/31/08,12/24/13
NVG-C*,"Nuveen Insured Dividend Advantage Municipal Fund,",2.95%,No,No,No,No,MTP Pfd 11/1/2014,11/01/11,12/23/13
NUM-C*,"Nuveen Michigan Quality Income Municipal Fund,",2.30%,No,No,No,No,MTP Pfd 12/1/2015,12/01/12,12/20/13
NAD-C*,"Nuveen Dividend Advantage Municipal Fund,",2.70%,No,No,No,No,MTP Pfd 4/1/2015,4/01/12,12/20/13
NAZ-C*,N/A,N/A,No,No,No,No,N/A,N/A,12/20/13
NAZ-D*,N/A,N/A,No,No,No,No,N/A,N/A,12/20/13
NEA-C*,"Nuveen Insured Tax-Free Advantage Municipal Fund,",2.85%,No,No,No,No,MTP Pfd 2/1/2015,2/01/12,12/20/13
JZL*,"Lehman ABS Corp Bkd Trust Certs 2003-16,",6.25%,No,No,No,No,Boeing Co.,10/28/08,12/20/13
IGK*,"ING Groep N.V.,",8.50%,No,Yes,No,No,ING Perpetual Hybrid Capital Securities,9/15/13,12/15/13
HLNQ,"Hilton Hotels Corp.,",8.00%,No,No,No,No,Quarterly Interest Bonds QUIBS due 8/15/2031,8/21/06,11/25/13
XKO*,"Lehman ABS Corp Bkd Trust Certs 2001-37,",7.75%,No,No,No,No,Federal Express,12/27/06,11/25/13
XFR*,"Lehman ABS Corp Bkd Trust Certs 2002-18,",6.25%,No,No,No,No,Bristol-Myers Squibb,10/31/07,11/19/13
PCPWP*,"PacifiCorp,",5.40%,No,No,No,No,Serial Preferred Stock,N/A,11/08/13
PPWRP*,"PacifiCorp,",5.00%,No,No,No,No,Preferred Stock,N/A,11/08/13
GMA*,"GMAC LLC,",7.30%,No,No,No,No,PINES Public Income Notes due 3/9/2031,3/09/06,11/08/13
LSE-A*,"CapLease,",8.125%,Yes,No,No,Yes,Series A Cumulative Redeemable Preferred Stock,10/19/10,11/06/13
LSE-B*,"CapLease,",8.375%,Yes,No,No,Yes,Series B Cumulative Redeemable Preferred Stock,4/19/17,11/06/13
LSE-C*,"CapLease,",7.25%,Yes,No,No,Yes,Series C Cumulative Redeemable Preferred Stock,1/25/18,11/06/13
GAT*,"Georgia Power Co.,",8.20%,No,No,No,No,Series 2008C Senior Notes due 11/1/2048,11/01/13,11/01/13
VLY-A*,"VNB Capital Trust I,",7 3/4%,No,No,No,No,TOPrS Trust Orig Preferred Securities,11/07/06,10/25/13
SDO-A*,"San Diego Gas &amp; Electric Co.,",5.00%,No,No,No,No,Series Preferred Stock,N/A,10/15/13
SDO-B*,"San Diego Gas &amp; Electric Co.,",4.50%,No,No,No,No,Series Preferred Stock,N/A,10/15/13
SDO-C*,"San Diego Gas &amp; Electric Co.,",4.40%,No,No,No,No,Series Preferred Stock,N/A,10/15/13
SDOGI*,"San Diego Gas &amp; Electric Co.,",$1.70,No,No,No,No,Series Preferred Stock,N/A,10/15/13
SDOGP*,"San Diego Gas &amp; Electric Co.,",4.60%,No,No,No,No,Series Preferred Stock,N/A,10/15/13
SDO-H*,"San Diego Gas &amp; Electric Co.,",$1.82,No,No,No,No,Series Preferred Stock,N/A,10/15/13
FCY*,"Forest City Enterprises,",7.375%,No,No,No,No,Senior Notes due 2/01/2034,2/10/09,10/14/13
IBCPO*,"IBC Capital Finance II,",8.25%,Yes,No,No,No,Cumul Trust Preferred Securities,3/31/08,10/11/13
NUO-A*,N/A,N/A,No,No,No,No,N/A,N/A,10/07/13
NUO-C*,N/A,N/A,No,No,No,No,N/A,N/A,10/07/13
NUO-D*,N/A,N/A,No,No,No,No,N/A,N/A,10/07/13
NZH-A*,"Nuveen California Dividend Advantage Municipal Fund 3,",2.35%,No,No,No,No,MTP Pfd 5/1/2014,5/01/13,10/07/13
NZH-B*,"Nuveen California Dividend Advantage Municipal Fund 3,",2.25%,No,No,No,No,MTP Pfd 7/1/2014,6/30/13,10/07/13
NZH-C*,"Nuveen California Dividend Advantage Municipal Fund 3,",2.95%,No,No,No,No,MTP Pfd 1/1/2015,1/01/12,10/07/13
C-R*,"Citigroup Capital X,",6.10%,No,No,No,No,TruPS Capital Securities,9/30/08,10/01/13
MFSA*,N/A,N/A,No,No,No,No,N/A,N/A,9/17/13
OKSBP*,"Southwest Capital Trust II,",10.50%,No,No,No,No,Trust Preferred Securities,9/15/13,9/15/13
ZB-C*,"Zions Bancorporation,",9.50%,No,Yes,No,No,Dep Shares Series C Non-Cumul Perp Preferred Stock,9/15/13,9/15/13
NXJ-A*,"Nuveen New Jersey Dividend Advantage Municipal Fund,",2.30%,No,No,No,No,MTP Pfd 4/1/2014,4/01/13,9/09/13
NVX-A*,"Nuveen California Dividend Advantage Municipal Fund 2,",2.35%,No,No,No,No,MTP Pfd 4/1/2014,4/01/13,9/09/13
NVX-C*,"Nuveen California Dividend Advantage Municipal Fund 2,",2.05%,No,No,No,No,MTP Pfd 11/1/2015,10/31/12,9/09/13
NPV-A*,"Nuveen Virginia Premium Income Municipal Fund,", 2.25%,No,No,No,No,MTP Pfd 4/1/2014,4/01/13,9/09/13
NPV-C*,"Nuveen Virginia Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 2/1/2015,2/01/12,9/09/13
NPV-D*,"Nuveen Virginia Premium Income Municipal Fund,",2.80%,No,No,No,No,MTP Pfd 12/1/2014,12/01/11,9/09/13
NPV-E*,"Nuveen Virginia Premium Income Municipal Fund,",2.80%,No,No,No,No,MTP Pfd 12/1/2014,12/01/11,9/09/13
GJM*,"GMAC LLC,",7.35%,No,No,No,No,Notes due 8/8/2032,8/08/07,9/09/13
GJD*,"Synthetic Fixed-Income Sec STRATS 2004-02,",6.50%,No,No,No,No,Sprint Capital Corp.,1/30/09,9/05/13
NEEEU*,"NextEra Energy, Inc.,",7.00%,No,No,No,No,Equity Units due 9/1/2013,9/01/13,9/03/13
JPM-I*,"JPMorgan Chase &amp; Co.,",8.625%,No,No,No,No,"Dep Shares Non-Cumul Preferred Stock, Series J",9/01/13,9/01/13
GE-A*,"General Electric Capital Corp.,",6.50%,No,No,No,No,GE Capital InterNotes due 8/15/2048,8/15/13,8/22/13
BXS-A*,"BancorpSouth Capital Trust I,",8.15%,No,No,No,No,TruPS Trust Preferred Securities,1/28/07,8/12/13
SCL-*,"Stepan Co.,", 5 1/2%,Yes,No,Yes,No,Cumul Voting Convertible Preferred Stock,9/01/02,8/09/13
BZU*,"Beazer Homes USA,",7.25%,No,No,No,No,Tangible Equity Units due 8/1/2013,8/15/13,8/01/13
BAC-J*,"Bank of America,",7.25%,No,No,No,No,"Dep Shares Non-Cumulative Preferred Stock, Series J",11/01/12,8/01/13
GUL*,"Gulf Power Co.,",5.25%,No,No,No,No,Series H Senior Notes due 7/15/2033,7/22/08,7/19/13
FR-K*,"First Industrial Realty Trust,",7.25%,Yes,No,No,No,Dep Shares Cumul Preferred Stock K,8/15/11,7/18/13
C-W*,"Citigroup Capital XVI,",6.45%,No,No,No,No,Enhanced TruPS Trust Preferred Securities,12/31/11,7/15/13
LNC-*,"Lincoln National Corp.,",$3,Yes,No,Yes,No,"Cumul Convertible Preferred Shares, Series A",N/A,7/02/13
HPT-C*,"Hospitality Properties Trust,",7.00%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Shares,2/15/12,7/01/13
FITBP*,"Fifth Third Bancorp,",8.50%,No,Yes,Yes,No,"Dep Shares Non-Cumul Perp Conv Pfd Stock, Series G",6/30/13,7/01/13
CMS-A*,"Consumers Energy Co.,",$4.16,Yes,No,No,No,Series Cumul Preferred Stock,N/A,7/01/13
BML-N*,"Bank of America,",6.70%,No,Yes,No,No,"Non-Cumul Perp Preferred Stock, Series 6",2/03/09,6/28/13
BML-O*,"Bank of America,",6.25%,No,Yes,No,No,"Non-Cumul Perp Preferred Stock, Series 7",3/18/10,6/28/13
FMS-*,N/A,N/A,No,No,No,No,N/A,N/A,6/28/13
RNR-C,"RenaissanceRe Holdings Ltd,",6.08%,No,No,No,No,Series C Preference Shares,3/23/09,6/27/13
RNR-D*,"RenaissanceRe Holdings Ltd,",6.60%,No,No,No,No,Series D Preference Shares,12/01/11,6/27/13
SLG-C*,"SL Green Realty Corp.,",7.625%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Stock,12/12/08,6/21/13
AXS-A*,"Axis Capital Holdings Ltd,",7.25%,No,No,No,No,Series A Non-cumulative Preferred Shares,10/15/10,6/19/13
AFF*,"American Intl Group,",6.45%,No,No,No,No,Series A-4 Jr Subordinated Debentures due 6/15/2077,6/15/12,6/17/13
C-I*,"Citigroup, Inc.,",6.50%,No,No,Yes,No,Dep Shares Series T Non-cumul Convertible Preferred Stock,2/15/15,6/17/13
C-M*,"Citigroup, Inc.,",8.50%,No,No,No,No,Dep Shares Series F Non-Cumulative Preferred Stock,6/15/13,6/15/13
AZ.GA*,"Allianz SE,",8.375%,No,No,No,No,Undated Subordinated Callable Bonds,6/15/13,6/15/13
CEG-A*,"Constellation Energy Group Inc.,",8.625%,No,No,No,No,Series A Junior Subordinated Debentures,6/15/13,6/15/13
PHR*,"Prudential Financial,",9.00%,No,No,No,No,Junior Subordinated Notes due 6/15/2068,6/15/13,6/15/13
CMO-A*,"Capstead Mortgage Corp.,",$1.60,Yes,No,Yes,No,"Cumul Convertible Preferred Stock, Series A",11/07/94,6/13/13
CMO-B*,"Capstead Mortgage Corp.,",$1.26,Yes,No,Yes,No,"Cumul Convertible Preferred Stock, Series B",12/17/97,6/13/13
GGN-A*,"GAMCO Global Gold, Nat Res &amp; Inc Trust,",6.625%,Yes,No,No,No,Series A Cumul Preferred Shares,10/16/12,6/12/13
GMT-*,"GATX Corp.,",$2.50,Yes,No,Yes,No,"Cumulative Convertible Preferred Stock, Series A",N/A,6/10/13
USB-L*,"U.S. Bancorp,",7.875%,No,Yes,No,No,"Dep Shares Non-cumulative Perp Preferred Stock, Series D",4/15/13,6/03/13
XCJ*,"Xcel Energy Inc.,",7.60%,No,No,No,No,"Junior Subordinated Notes, Series due 1/1/2068",1/16/13,5/31/13
AHL-*,"Aspen Insurance Holdings Ltd,",5.625%,No,Yes,No,No,PIERS Perp Pref Income Equity Repl Sec,1/01/09,5/30/13
UBP-C*,"Urstadt Biddle Properties,",8.50%,Yes,No,No,No,Series C Senior Cumulative Preferred Stock,5/29/13,5/29/13
BML-Q*,"Bank of America,",8.625%,No,No,No,No,Dep Shares Non-cumul Preferred Stock Series 8,5/28/13,5/28/13
GYA*,N/A,N/A,No,No,No,No,N/A,3/08/09,5/28/13
HJL*,"MS Structured Asset SATURNS 2004-06,",6.00%,No,No,No,No,Goldman Sachs Cap I,4/15/09,5/28/13
WRB-A*,"W.R. Berkley Capital Trust II,",6.75%,No,No,No,No,TOPrS Trust Originated Preferred Securities,7/26/10,5/26/13
RE-B*,"Everest Re Capital Trust II,",6.20%,No,No,No,No,Trust Preferred Securities,3/30/09,5/24/13
NRC*,"National Rural Utilities Coop Finance Corp.,",6.10%,No,No,No,No,Subordinated Notes 2/1/2044,2/01/09,5/24/13
NRU*,"National Rural Utilities Coop Finance Corp.,",5.95%,No,No,No,No,Subordinated Notes 2/15/2045,2/15/10,5/24/13
PPWRL*,"PacifiCorp,",5.00%,No,No,No,No,Serial Preferred Stock,N/A,5/20/13
HYK*,"Structured Products CorTS, Goldman Sachs Capital I,",6.00%,No,No,No,No,Certificates,2/27/09,5/17/13
MFA-A*,"MFA Financial,",8.50%,Yes,No,No,Yes,Series A Cumulative Redeemable Preferred Stock,4/27/09,5/16/13
FTRVF*,"FirstService Corp.,",7.00%,Yes,No,No,No,"Cumulative Preference Shares, Series 1",8/01/11,5/15/13
KYN-D*,"Kayne Anderson MLP Investment Co.,",4.95%,No,No,No,Yes,Series D Mand Redeem Preferred Shares,5/10/12,5/13/13
CUZ-A*,"Cousins Properties Inc.,",7 3/4%,Yes,No,No,Yes,Series A Cumulative Redeemable Preferred Stock,7/24/08,5/13/13
JPM-J*,"JPMorgan Chase Capital X,",7.00%,No,No,No,No,Capital Securities Series J,2/15/07,5/08/13
JPM-K*,"JPMorgan Chase Capital XI,",5.875%,No,No,No,No,"Capital Securities, Series K",6/15/08,5/08/13
JPM-O*,"Bank One Capital VI,",7.20%,No,No,No,No,Preferred Securities,10/15/06,5/08/13
JPM-P*,"JPMorgan Chase Capital XVI,",6.35%,No,No,No,No,"Capital Securities, Series P",6/01/10,5/08/13
JPM-S*,"JPMorgan Chase Capital XIX,",6.625%,No,No,No,No,"Capital Securities, Series S",9/29/11,5/08/13
JPM-W*,"JPMorgan Chase Capital XXIV,",6.875%,No,No,No,No,"Capital Securities, Series X",8/01/12,5/08/13
JPM-X*,"JPMorgan Chase Capital XII,",6.25%,No,No,No,No,Capital Securities Series L,10/15/08,5/08/13
JPM-Y*,"JPMorgan Chase Capital XIV,",6.20%,No,No,No,No,"Capital Securities, Series N",10/15/09,5/08/13
ZB-B*,"Zions Capital Trust B,",8.00%,No,No,No,No,Capital Securities,9/01/07,5/03/13
PE-D*,"PECO Energy Co.,",$4.68,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,5/01/13
PE-C*,"PECO Energy Co.,",$4.40,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,5/01/13
PE-A*,"PECO Energy Co.,",$3.80,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,5/01/13
